County,Date,Vaccine,Count
Lane,5/7/21,Johnson & Johnson,77
Lane,5/7/21,Moderna,"1,229"
Lane,5/7/21,Pfizer,"1,970"
Lane,5/8/21,Johnson & Johnson,78
Lane,5/8/21,Moderna,"2,171"
Lane,5/8/21,Pfizer,"2,555"
Lane,5/9/21,Johnson & Johnson,2
Lane,5/9/21,Moderna,633
Lane,5/9/21,Pfizer,195
Lane,5/10/21,Johnson & Johnson,60
Lane,5/10/21,Moderna,705
Lane,5/10/21,Pfizer,243
Lane,5/11/21,Johnson & Johnson,76
Lane,5/11/21,Moderna,835
Lane,5/11/21,Pfizer,"1,233"
Lane,5/12/21,Johnson & Johnson,47
Lane,5/12/21,Moderna,994
Lane,5/12/21,Pfizer,"1,134"
Lane,5/13/21,Johnson & Johnson,75
Lane,5/13/21,Moderna,818
Lane,5/13/21,Pfizer,720
Lane,5/14/21,Johnson & Johnson,96
Lane,5/14/21,Moderna,673
Lane,5/14/21,Pfizer,563
Lincoln,12/16/20,Pfizer,1
Lincoln,12/18/20,Pfizer,2
Lincoln,12/21/20,Pfizer,95
Lincoln,12/22/20,Moderna,1
Lincoln,12/22/20,Pfizer,92
Lincoln,12/23/20,Moderna,38
Lincoln,12/23/20,Pfizer,89
Lincoln,12/24/20,Moderna,4
Lincoln,12/24/20,Pfizer,1
Lincoln,12/26/20,Moderna,19
Lincoln,12/26/20,Pfizer,2
Lincoln,12/27/20,Moderna,1
Lincoln,12/28/20,Moderna,70
Lincoln,12/28/20,Pfizer,4
Lincoln,12/29/20,Moderna,63
Lincoln,12/29/20,Pfizer,4
Lincoln,12/30/20,Moderna,74
Lincoln,12/30/20,Pfizer,3
Lincoln,12/31/20,Moderna,161
Lincoln,12/31/20,Pfizer,2
Lincoln,1/1/21,Moderna,1
Lincoln,1/2/21,Moderna,16
Lincoln,1/2/21,Pfizer,3
Lincoln,1/3/21,Moderna,4
Lincoln,1/4/21,Moderna,68
Lincoln,1/4/21,Pfizer,1
Lincoln,1/5/21,Moderna,26
Lincoln,1/5/21,Pfizer,1
Lincoln,1/6/21,Moderna,61
Lincoln,1/6/21,Pfizer,1
Lincoln,1/7/21,Moderna,104
Lincoln,1/7/21,Pfizer,6
Lincoln,1/8/21,Moderna,167
Lincoln,1/8/21,Pfizer,46
Lincoln,1/9/21,Moderna,4
Lincoln,1/9/21,Pfizer,70
Lincoln,1/10/21,Moderna,20
Lincoln,1/10/21,Pfizer,5
Lincoln,1/11/21,Moderna,26
Lincoln,1/11/21,Pfizer,72
Lincoln,1/12/21,Moderna,58
Lincoln,1/12/21,Pfizer,104
Lincoln,1/13/21,Moderna,74
Lincoln,1/13/21,Pfizer,79
Lincoln,1/14/21,Moderna,186
Lincoln,1/14/21,Pfizer,11
Lincoln,1/15/21,Moderna,172
Lincoln,1/15/21,Pfizer,224
Lincoln,1/16/21,Moderna,30
Lincoln,1/16/21,Pfizer,194
Lincoln,1/17/21,Moderna,3
Lincoln,1/17/21,Pfizer,183
Lincoln,1/17/21,Unspecified,3
Lincoln,1/18/21,Moderna,51
Lincoln,1/18/21,Pfizer,3
Lincoln,1/19/21,Moderna,6
Lincoln,1/19/21,Pfizer,11
Lincoln,1/20/21,Moderna,463
Lincoln,1/20/21,Pfizer,5
Lincoln,1/20/21,Unspecified,1
Lincoln,1/21/21,Moderna,512
Lincoln,1/21/21,Pfizer,3
Lincoln,1/22/21,Moderna,784
Lincoln,1/22/21,Pfizer,11
Lincoln,1/22/21,Unspecified,64
Lincoln,1/23/21,Moderna,36
Lincoln,1/23/21,Pfizer,26
Lincoln,1/24/21,Moderna,3
Lincoln,1/24/21,Pfizer,1
Lincoln,1/25/21,Moderna,71
Lincoln,1/25/21,Pfizer,23
Lincoln,1/26/21,Moderna,82
Lincoln,1/26/21,Pfizer,5
Lincoln,1/27/21,Moderna,88
Lincoln,1/27/21,Pfizer,25
Lincoln,1/28/21,Moderna,115
Lincoln,1/28/21,Pfizer,6
Lincoln,1/29/21,Moderna,651
Lincoln,1/29/21,Pfizer,11
Lincoln,1/30/21,Moderna,49
Lincoln,1/30/21,Pfizer,61
Lincoln,1/31/21,Moderna,17
Lincoln,2/1/21,Moderna,44
Lincoln,2/1/21,Pfizer,8
Lincoln,2/2/21,Moderna,59
Lincoln,2/2/21,Pfizer,41
Lincoln,2/3/21,Moderna,104
Lincoln,2/3/21,Pfizer,29
Lincoln,2/4/21,Moderna,114
Lincoln,2/4/21,Pfizer,5
Lincoln,2/5/21,Moderna,278
Lincoln,2/5/21,Pfizer,243
Lincoln,2/6/21,Moderna,10
Lincoln,2/6/21,Pfizer,196
Lincoln,2/6/21,Unspecified,1
Lincoln,2/7/21,Moderna,28
Lincoln,2/7/21,Pfizer,189
Lincoln,2/8/21,Moderna,19
Lincoln,2/8/21,Pfizer,2
Lincoln,2/9/21,Moderna,172
Lincoln,2/9/21,Pfizer,6
Lincoln,2/10/21,Moderna,129
Lincoln,2/10/21,Pfizer,3
Lincoln,2/11/21,Moderna,871
Lincoln,2/11/21,Pfizer,4
Lincoln,2/12/21,Moderna,487
Lincoln,2/12/21,Pfizer,3
Lincoln,2/12/21,Unspecified,1
Lincoln,2/13/21,Moderna,29
Lincoln,2/13/21,Pfizer,5
Lincoln,2/14/21,Moderna,16
Lincoln,2/14/21,Pfizer,2
Lincoln,2/15/21,Moderna,97
Lincoln,2/15/21,Pfizer,15
Lincoln,2/16/21,Moderna,37
Lincoln,2/16/21,Pfizer,9
Lincoln,2/17/21,Moderna,545
Lincoln,2/17/21,Pfizer,62
Lincoln,2/18/21,Moderna,16
Lincoln,2/18/21,Pfizer,14
Lincoln,2/19/21,Moderna,54
Lincoln,2/19/21,Pfizer,9
Lincoln,2/20/21,Moderna,26
Lincoln,2/20/21,Pfizer,14
Lincoln,2/21/21,Moderna,5
Lincoln,2/22/21,Moderna,4
Lincoln,2/22/21,Pfizer,2
Lincoln,2/23/21,Moderna,744
Lincoln,2/23/21,Pfizer,5
Lincoln,2/24/21,Moderna,605
Lincoln,2/24/21,Pfizer,49
Lincoln,2/24/21,Unspecified,1
Lincoln,2/25/21,Moderna,715
Lincoln,2/25/21,Pfizer,12
Lincoln,2/26/21,Moderna,779
Lincoln,2/26/21,Pfizer,18
Lincoln,2/27/21,Moderna,27
Lincoln,2/27/21,Pfizer,11
Lincoln,2/28/21,Moderna,31
Lincoln,2/28/21,Pfizer,41
Lincoln,3/1/21,Moderna,100
Lincoln,3/1/21,Pfizer,3
Lincoln,3/2/21,Moderna,344
Lincoln,3/2/21,Pfizer,12
Lincoln,3/3/21,Moderna,112
Lincoln,3/3/21,Pfizer,363
Lincoln,3/3/21,Unspecified,1
Lincoln,3/4/21,Moderna,617
Lincoln,3/4/21,Pfizer,64
Lincoln,3/5/21,Johnson & Johnson,1
Lincoln,3/5/21,Moderna,461
Lincoln,3/5/21,Pfizer,1
Lincoln,3/6/21,Johnson & Johnson,3
Lincoln,3/6/21,Moderna,22
Lincoln,3/6/21,Pfizer,9
Lincoln,3/7/21,Moderna,16
Lincoln,3/7/21,Pfizer,3
Lincoln,3/8/21,Johnson & Johnson,3
Lincoln,3/8/21,Moderna,32
Lincoln,3/8/21,Pfizer,21
Lincoln,3/9/21,Johnson & Johnson,5
Lincoln,3/9/21,Moderna,171
Lincoln,3/9/21,Pfizer,308
Lincoln,3/10/21,Johnson & Johnson,46
Lincoln,3/10/21,Moderna,568
Lincoln,3/10/21,Pfizer,45
Lincoln,3/10/21,Unspecified,3
Lincoln,3/11/21,Johnson & Johnson,29
Lincoln,3/11/21,Moderna,"1,087"
Lincoln,3/11/21,Pfizer,24
Lincoln,3/11/21,Unspecified,1
Lincoln,3/12/21,Johnson & Johnson,89
Lincoln,3/12/21,Moderna,848
Lincoln,3/12/21,Pfizer,99
Lincoln,3/13/21,Johnson & Johnson,29
Lincoln,3/13/21,Moderna,23
Lincoln,3/13/21,Pfizer,277
Lincoln,3/14/21,Johnson & Johnson,12
Lincoln,3/14/21,Moderna,20
Lincoln,3/14/21,Pfizer,10
Lincoln,3/15/21,Johnson & Johnson,40
Lincoln,3/15/21,Moderna,62
Lincoln,3/15/21,Pfizer,1
Lincoln,3/16/21,Johnson & Johnson,56
Lincoln,3/16/21,Moderna,315
Lincoln,3/16/21,Pfizer,8
Lincoln,3/17/21,Johnson & Johnson,12
Lincoln,3/17/21,Moderna,760
Lincoln,3/17/21,Pfizer,42
Lincoln,3/17/21,Unspecified,1
Lincoln,3/18/21,Johnson & Johnson,25
Lincoln,3/18/21,Moderna,482
Lincoln,3/18/21,Pfizer,68
Lincoln,3/19/21,Moderna,455
Lincoln,3/19/21,Pfizer,358
Lincoln,3/20/21,Johnson & Johnson,16
Lincoln,3/20/21,Moderna,33
Lincoln,3/20/21,Pfizer,299
Lincoln,3/21/21,Johnson & Johnson,10
Lincoln,3/21/21,Moderna,20
Lincoln,3/21/21,Pfizer,7
Lincoln,3/22/21,Johnson & Johnson,1
Lincoln,3/22/21,Moderna,134
Lincoln,3/22/21,Pfizer,6
Lincoln,3/23/21,Johnson & Johnson,15
Lincoln,3/23/21,Moderna,791
Lincoln,3/23/21,Pfizer,9
Lincoln,3/24/21,Moderna,252
Lincoln,3/24/21,Pfizer,442
Lincoln,3/25/21,Johnson & Johnson,17
Lincoln,3/25/21,Moderna,"1,056"
Lincoln,3/25/21,Pfizer,65
Lincoln,3/26/21,Johnson & Johnson,3
Lincoln,3/26/21,Moderna,488
Lincoln,3/26/21,Pfizer,312
Lincoln,3/27/21,Moderna,33
Lincoln,3/27/21,Pfizer,334
Lincoln,3/28/21,Moderna,19
Lincoln,3/28/21,Pfizer,8
Lincoln,3/29/21,Johnson & Johnson,1
Lincoln,3/29/21,Moderna,124
Lincoln,3/29/21,Pfizer,7
Lincoln,3/30/21,Johnson & Johnson,1
Lincoln,3/30/21,Moderna,296
Lincoln,3/30/21,Pfizer,317
Lincoln,3/31/21,Johnson & Johnson,9
Lincoln,3/31/21,Moderna,770
Lincoln,3/31/21,Pfizer,43
Lincoln,4/1/21,Johnson & Johnson,13
Lincoln,4/1/21,Moderna,748
Lincoln,4/1/21,Pfizer,19
Lincoln,4/2/21,Johnson & Johnson,198
Lincoln,4/2/21,Moderna,619
Lincoln,4/2/21,Pfizer,401
Lincoln,4/3/21,Johnson & Johnson,373
Lincoln,4/3/21,Moderna,198
Lincoln,4/3/21,Pfizer,264
Lincoln,4/3/21,Unspecified,2
Lincoln,4/4/21,Johnson & Johnson,2
Lincoln,4/4/21,Moderna,13
Lincoln,4/4/21,Pfizer,6
Lincoln,4/5/21,Johnson & Johnson,45
Lincoln,4/5/21,Moderna,130
Lincoln,4/5/21,Pfizer,12
Lincoln,4/6/21,Johnson & Johnson,42
Lincoln,4/6/21,Moderna,103
Lincoln,4/6/21,Pfizer,13
Lincoln,4/7/21,Johnson & Johnson,72
Lincoln,4/7/21,Moderna,878
Lincoln,4/7/21,Pfizer,29
Lincoln,4/8/21,Johnson & Johnson,296
Lincoln,4/8/21,Moderna,359
Lincoln,4/8/21,Pfizer,71
Lincoln,4/9/21,Johnson & Johnson,86
Lincoln,4/9/21,Moderna,799
Lincoln,4/9/21,Pfizer,25
Lincoln,4/10/21,Johnson & Johnson,29
Lincoln,4/10/21,Moderna,49
Lincoln,4/10/21,Pfizer,513
Lincoln,4/11/21,Johnson & Johnson,1
Lincoln,4/11/21,Moderna,2
Lincoln,4/11/21,Pfizer,10
Lincoln,4/12/21,Johnson & Johnson,32
Lincoln,4/12/21,Moderna,110
Lincoln,4/12/21,Pfizer,18
Lincoln,4/13/21,Moderna,293
Lincoln,4/13/21,Pfizer,15
Lincoln,4/14/21,Moderna,921
Lincoln,4/14/21,Pfizer,15
Lincoln,4/15/21,Moderna,694
Lincoln,4/15/21,Pfizer,18
Lincoln,4/16/21,Johnson & Johnson,1
Lincoln,4/16/21,Moderna,484
Lincoln,4/16/21,Pfizer,529
Lincoln,4/17/21,Moderna,360
Lincoln,4/17/21,Pfizer,586
Lincoln,4/18/21,Moderna,23
Lincoln,4/18/21,Pfizer,18
Lincoln,4/19/21,Moderna,100
Lincoln,4/19/21,Pfizer,44
Lincoln,4/20/21,Moderna,468
Lincoln,4/20/21,Pfizer,71
Lincoln,4/21/21,Moderna,289
Lincoln,4/21/21,Pfizer,46
Lincoln,4/22/21,Johnson & Johnson,7
Lincoln,4/22/21,Moderna,960
Lincoln,4/22/21,Pfizer,27
Lincoln,4/23/21,Moderna,471
Lincoln,4/23/21,Pfizer,341
Lincoln,4/24/21,Moderna,162
Lincoln,4/24/21,Pfizer,501
Lincoln,4/25/21,Moderna,15
Lincoln,4/25/21,Pfizer,7
Lincoln,4/26/21,Moderna,40
Lincoln,4/26/21,Pfizer,6
Lincoln,4/27/21,Johnson & Johnson,5
Lincoln,4/27/21,Moderna,72
Lincoln,4/27/21,Pfizer,58
Lincoln,4/28/21,Johnson & Johnson,12
Lincoln,4/28/21,Moderna,735
Lincoln,4/28/21,Pfizer,46
Lincoln,4/28/21,Unspecified,1
Lincoln,4/29/21,Johnson & Johnson,10
Lincoln,4/29/21,Moderna,335
Lincoln,4/29/21,Pfizer,3
Lincoln,4/29/21,Unspecified,10
Lincoln,4/30/21,Johnson & Johnson,7
Lincoln,4/30/21,Moderna,375
Lincoln,4/30/21,Pfizer,454
Lincoln,5/1/21,Johnson & Johnson,6
Lincoln,5/1/21,Moderna,269
Lincoln,5/1/21,Pfizer,385
Lincoln,5/2/21,Johnson & Johnson,6
Lincoln,5/2/21,Moderna,9
Lincoln,5/2/21,Pfizer,5
Lincoln,5/3/21,Johnson & Johnson,17
Lincoln,5/3/21,Moderna,60
Lincoln,5/3/21,Pfizer,2
Lincoln,5/4/21,Johnson & Johnson,13
Lincoln,5/4/21,Moderna,78
Lincoln,5/4/21,Pfizer,24
Lincoln,5/5/21,Johnson & Johnson,14
Lincoln,5/5/21,Moderna,481
Lincoln,5/5/21,Pfizer,15
Lincoln,5/6/21,Johnson & Johnson,16
Lincoln,5/6/21,Moderna,40
Lincoln,5/6/21,Pfizer,14
Lincoln,5/7/21,Johnson & Johnson,19
Lincoln,5/7/21,Moderna,348
Lincoln,5/7/21,Pfizer,39
Lincoln,5/8/21,Johnson & Johnson,4
Lincoln,5/8/21,Moderna,43
Lincoln,5/8/21,Pfizer,363
Lincoln,5/9/21,Johnson & Johnson,5
Lincoln,5/9/21,Moderna,3
Lincoln,5/9/21,Pfizer,7
Lincoln,5/10/21,Johnson & Johnson,5
Lincoln,5/10/21,Moderna,39
Lincoln,5/10/21,Pfizer,17
Lincoln,5/11/21,Johnson & Johnson,17
Lincoln,5/11/21,Moderna,61
Lincoln,5/11/21,Pfizer,88
Lincoln,5/12/21,Johnson & Johnson,19
Lincoln,5/12/21,Moderna,197
Lincoln,5/12/21,Pfizer,41
Lincoln,5/12/21,Unspecified,3
Lincoln,5/13/21,Johnson & Johnson,18
Lincoln,5/13/21,Moderna,283
Lincoln,5/13/21,Pfizer,12
Lincoln,5/14/21,Johnson & Johnson,21
Lincoln,5/14/21,Moderna,72
Lincoln,5/14/21,Pfizer,362
Linn,12/16/20,Pfizer,1
Linn,12/17/20,Pfizer,6
Linn,12/18/20,Pfizer,22
Linn,12/19/20,Pfizer,5
Linn,12/20/20,Pfizer,6
Linn,12/21/20,Pfizer,112
Linn,12/22/20,Moderna,3
Linn,12/22/20,Pfizer,143
Linn,12/23/20,Moderna,16
Linn,12/23/20,Pfizer,204
Linn,12/24/20,Moderna,5
Linn,12/24/20,Pfizer,20
Linn,12/26/20,Moderna,4
Linn,12/26/20,Pfizer,227
Linn,12/27/20,Moderna,1
Linn,12/27/20,Pfizer,5
Linn,12/28/20,Moderna,105
Linn,12/28/20,Pfizer,225
Linn,12/29/20,Moderna,76
Linn,12/29/20,Pfizer,91
Linn,12/30/20,Moderna,75
Linn,12/30/20,Pfizer,130
Linn,12/31/20,Moderna,32
Linn,12/31/20,Pfizer,8
Linn,1/1/21,Moderna,2
Linn,1/1/21,Pfizer,3
Linn,1/2/21,Moderna,11
Linn,1/2/21,Pfizer,3
Linn,1/3/21,Moderna,11
Linn,1/3/21,Pfizer,6
Linn,1/4/21,Moderna,105
Linn,1/4/21,Pfizer,33
Linn,1/5/21,Moderna,106
Linn,1/5/21,Pfizer,145
Linn,1/6/21,Moderna,169
Linn,1/6/21,Pfizer,143
Linn,1/7/21,Moderna,95
Linn,1/7/21,Pfizer,134
Linn,1/8/21,Moderna,191
Linn,1/8/21,Pfizer,83
Linn,1/9/21,Moderna,109
Linn,1/9/21,Pfizer,55
Linn,1/10/21,Moderna,4
Linn,1/10/21,Pfizer,63
Linn,1/11/21,Moderna,95
Linn,1/11/21,Pfizer,218
Linn,1/12/21,Moderna,99
Linn,1/12/21,Pfizer,356
Linn,1/12/21,Unspecified,1
Linn,1/13/21,Moderna,177
Linn,1/13/21,Pfizer,426
Linn,1/14/21,Moderna,146
Linn,1/14/21,Pfizer,154
Linn,1/14/21,Unspecified,1
Linn,1/15/21,Moderna,101
Linn,1/15/21,Pfizer,190
Linn,1/16/21,Moderna,193
Linn,1/16/21,Pfizer,461
Linn,1/17/21,Moderna,5
Linn,1/17/21,Pfizer,107
Linn,1/17/21,Unspecified,1
Linn,1/18/21,Moderna,26
Linn,1/18/21,Pfizer,142
Linn,1/19/21,Moderna,211
Linn,1/19/21,Pfizer,301
Linn,1/20/21,Moderna,313
Linn,1/20/21,Pfizer,194
Linn,1/20/21,Unspecified,3
Linn,1/21/21,Moderna,376
Linn,1/21/21,Pfizer,121
Linn,1/21/21,Unspecified,1
Linn,1/22/21,Moderna,48
Linn,1/22/21,Pfizer,83
Linn,1/23/21,Moderna,220
Linn,1/23/21,Pfizer,16
Linn,1/24/21,Moderna,9
Linn,1/24/21,Pfizer,13
Linn,1/25/21,Moderna,124
Linn,1/25/21,Pfizer,50
Linn,1/26/21,Moderna,865
Linn,1/26/21,Pfizer,202
Linn,1/26/21,Unspecified,1
Linn,1/27/21,Moderna,165
Linn,1/27/21,Pfizer,150
Linn,1/28/21,Moderna,323
Linn,1/28/21,Pfizer,193
Linn,1/29/21,Moderna,93
Linn,1/29/21,Pfizer,113
Linn,1/30/21,Moderna,29
Linn,1/30/21,Pfizer,64
Linn,1/31/21,Moderna,84
Linn,1/31/21,Pfizer,218
Linn,2/1/21,Moderna,91
Linn,2/1/21,Pfizer,165
Linn,2/2/21,Moderna,991
Linn,2/2/21,Pfizer,388
Linn,2/3/21,Moderna,979
Linn,2/3/21,Pfizer,487
Linn,2/4/21,Moderna,381
Linn,2/4/21,Pfizer,190
Linn,2/5/21,Moderna,383
Linn,2/5/21,Pfizer,193
Linn,2/6/21,Moderna,158
Linn,2/6/21,Pfizer,269
Linn,2/7/21,Moderna,65
Linn,2/7/21,Pfizer,79
Linn,2/8/21,Moderna,124
Linn,2/8/21,Pfizer,52
Linn,2/8/21,Unspecified,1
Linn,2/9/21,Moderna,198
Linn,2/9/21,Pfizer,179
Linn,2/10/21,Moderna,"1,382"
Linn,2/10/21,Pfizer,139
Linn,2/11/21,Moderna,191
Linn,2/11/21,Pfizer,113
Linn,2/11/21,Unspecified,1
Linn,2/12/21,Moderna,160
Linn,2/12/21,Pfizer,59
Linn,2/13/21,Moderna,69
Linn,2/13/21,Pfizer,4
Linn,2/14/21,Moderna,34
Linn,2/14/21,Pfizer,10
Linn,2/15/21,Moderna,100
Linn,2/15/21,Pfizer,11
Linn,2/16/21,Moderna,240
Linn,2/16/21,Pfizer,59
Linn,2/17/21,Moderna,532
Linn,2/17/21,Pfizer,28
Linn,2/18/21,Moderna,240
Linn,2/18/21,Pfizer,241
Linn,2/19/21,Moderna,100
Linn,2/19/21,Pfizer,76
Linn,2/20/21,Moderna,272
Linn,2/20/21,Pfizer,23
Linn,2/21/21,Moderna,5
Linn,2/21/21,Pfizer,209
Linn,2/22/21,Moderna,16
Linn,2/22/21,Pfizer,96
Linn,2/23/21,Moderna,712
Linn,2/23/21,Pfizer,304
Linn,2/24/21,Moderna,135
Linn,2/24/21,Pfizer,"1,464"
Linn,2/25/21,Moderna,808
Linn,2/25/21,Pfizer,278
Linn,2/26/21,Moderna,"1,141"
Linn,2/26/21,Pfizer,127
Linn,2/27/21,Moderna,160
Linn,2/27/21,Pfizer,29
Linn,2/28/21,Moderna,58
Linn,2/28/21,Pfizer,21
Linn,3/1/21,Johnson & Johnson,1
Linn,3/1/21,Moderna,125
Linn,3/1/21,Pfizer,111
Linn,3/2/21,Moderna,989
Linn,3/2/21,Pfizer,151
Linn,3/3/21,Johnson & Johnson,1
Linn,3/3/21,Moderna,"1,025"
Linn,3/3/21,Pfizer,60
Linn,3/4/21,Johnson & Johnson,5
Linn,3/4/21,Moderna,399
Linn,3/4/21,Pfizer,"1,305"
Linn,3/5/21,Johnson & Johnson,37
Linn,3/5/21,Moderna,681
Linn,3/5/21,Pfizer,28
Linn,3/6/21,Johnson & Johnson,14
Linn,3/6/21,Moderna,47
Linn,3/6/21,Pfizer,22
Linn,3/7/21,Johnson & Johnson,2
Linn,3/7/21,Moderna,29
Linn,3/7/21,Pfizer,22
Linn,3/8/21,Johnson & Johnson,84
Linn,3/8/21,Moderna,119
Linn,3/8/21,Pfizer,22
Linn,3/9/21,Johnson & Johnson,63
Linn,3/9/21,Moderna,106
Linn,3/9/21,Pfizer,"1,064"
Linn,3/10/21,Johnson & Johnson,56
Linn,3/10/21,Moderna,"1,621"
Linn,3/10/21,Pfizer,225
Linn,3/11/21,Johnson & Johnson,203
Linn,3/11/21,Moderna,232
Linn,3/11/21,Pfizer,186
Linn,3/12/21,Johnson & Johnson,66
Linn,3/12/21,Moderna,188
Linn,3/12/21,Pfizer,188
Linn,3/13/21,Johnson & Johnson,43
Linn,3/13/21,Moderna,53
Linn,3/13/21,Pfizer,63
Linn,3/14/21,Johnson & Johnson,6
Linn,3/14/21,Moderna,46
Linn,3/14/21,Pfizer,27
Linn,3/15/21,Johnson & Johnson,153
Linn,3/15/21,Moderna,144
Linn,3/15/21,Pfizer,39
Linn,3/16/21,Johnson & Johnson,53
Linn,3/16/21,Moderna,184
Linn,3/16/21,Pfizer,114
Linn,3/17/21,Johnson & Johnson,50
Linn,3/17/21,Moderna,162
Linn,3/17/21,Pfizer,"1,457"
Linn,3/18/21,Johnson & Johnson,44
Linn,3/18/21,Moderna,135
Linn,3/18/21,Pfizer,"1,772"
Linn,3/18/21,Unspecified,1
Linn,3/19/21,Johnson & Johnson,20
Linn,3/19/21,Moderna,276
Linn,3/19/21,Pfizer,400
Linn,3/20/21,Johnson & Johnson,10
Linn,3/20/21,Moderna,145
Linn,3/20/21,Pfizer,41
Linn,3/21/21,Johnson & Johnson,1
Linn,3/21/21,Moderna,49
Linn,3/21/21,Pfizer,43
Linn,3/22/21,Johnson & Johnson,21
Linn,3/22/21,Moderna,129
Linn,3/22/21,Pfizer,122
Linn,3/23/21,Johnson & Johnson,21
Linn,3/23/21,Moderna,144
Linn,3/23/21,Pfizer,157
Linn,3/24/21,Johnson & Johnson,31
Linn,3/24/21,Moderna,181
Linn,3/24/21,Pfizer,"1,839"
Linn,3/25/21,Johnson & Johnson,36
Linn,3/25/21,Moderna,268
Linn,3/25/21,Pfizer,"1,388"
Linn,3/26/21,Johnson & Johnson,12
Linn,3/26/21,Moderna,"1,404"
Linn,3/26/21,Pfizer,410
Linn,3/27/21,Johnson & Johnson,7
Linn,3/27/21,Moderna,71
Linn,3/27/21,Pfizer,83
Linn,3/28/21,Moderna,34
Linn,3/28/21,Pfizer,64
Linn,3/29/21,Johnson & Johnson,9
Linn,3/29/21,Moderna,260
Linn,3/29/21,Pfizer,77
Linn,3/30/21,Johnson & Johnson,20
Linn,3/30/21,Moderna,185
Linn,3/30/21,Pfizer,"2,285"
Linn,3/31/21,Johnson & Johnson,104
Linn,3/31/21,Moderna,212
Linn,3/31/21,Pfizer,247
Linn,4/1/21,Johnson & Johnson,95
Linn,4/1/21,Moderna,420
Linn,4/1/21,Pfizer,68
Linn,4/1/21,Unspecified,1
Linn,4/2/21,Johnson & Johnson,33
Linn,4/2/21,Moderna,"1,327"
Linn,4/2/21,Pfizer,427
Linn,4/3/21,Johnson & Johnson,4
Linn,4/3/21,Moderna,54
Linn,4/3/21,Pfizer,128
Linn,4/4/21,Johnson & Johnson,3
Linn,4/4/21,Moderna,20
Linn,4/4/21,Pfizer,32
Linn,4/5/21,Johnson & Johnson,126
Linn,4/5/21,Moderna,217
Linn,4/5/21,Pfizer,54
Linn,4/6/21,Johnson & Johnson,143
Linn,4/6/21,Moderna,254
Linn,4/6/21,Pfizer,103
Linn,4/7/21,Johnson & Johnson,676
Linn,4/7/21,Moderna,"1,162"
Linn,4/7/21,Pfizer,82
Linn,4/8/21,Johnson & Johnson,93
Linn,4/8/21,Moderna,298
Linn,4/8/21,Pfizer,"2,280"
Linn,4/9/21,Johnson & Johnson,116
Linn,4/9/21,Moderna,266
Linn,4/9/21,Pfizer,279
Linn,4/10/21,Johnson & Johnson,104
Linn,4/10/21,Moderna,219
Linn,4/10/21,Pfizer,169
Linn,4/11/21,Johnson & Johnson,5
Linn,4/11/21,Moderna,25
Linn,4/11/21,Pfizer,47
Linn,4/12/21,Johnson & Johnson,87
Linn,4/12/21,Moderna,170
Linn,4/12/21,Pfizer,56
Linn,4/13/21,Moderna,221
Linn,4/13/21,Pfizer,114
Linn,4/14/21,Moderna,185
Linn,4/14/21,Pfizer,"2,424"
Linn,4/15/21,Moderna,"1,610"
Linn,4/15/21,Pfizer,293
Linn,4/16/21,Moderna,242
Linn,4/16/21,Pfizer,471
Linn,4/17/21,Moderna,200
Linn,4/17/21,Pfizer,417
Linn,4/18/21,Moderna,51
Linn,4/18/21,Pfizer,146
Linn,4/19/21,Moderna,202
Linn,4/19/21,Pfizer,149
Linn,4/20/21,Moderna,254
Linn,4/20/21,Pfizer,"1,532"
Linn,4/21/21,Moderna,833
Linn,4/21/21,Pfizer,382
Linn,4/22/21,Johnson & Johnson,2
Linn,4/22/21,Moderna,293
Linn,4/22/21,Pfizer,260
Linn,4/23/21,Moderna,240
Linn,4/23/21,Pfizer,265
Linn,4/24/21,Moderna,100
Linn,4/24/21,Pfizer,131
Linn,4/25/21,Moderna,27
Linn,4/25/21,Pfizer,183
Linn,4/26/21,Johnson & Johnson,12
Linn,4/26/21,Moderna,225
Linn,4/26/21,Pfizer,116
Linn,4/27/21,Johnson & Johnson,3
Linn,4/27/21,Moderna,219
Linn,4/27/21,Pfizer,107
Linn,4/28/21,Johnson & Johnson,10
Linn,4/28/21,Moderna,218
Linn,4/28/21,Pfizer,"1,483"
Linn,4/29/21,Johnson & Johnson,8
Linn,4/29/21,Moderna,876
Linn,4/29/21,Pfizer,77
Linn,4/30/21,Johnson & Johnson,19
Linn,4/30/21,Moderna,"1,254"
Linn,4/30/21,Pfizer,299
Linn,5/1/21,Johnson & Johnson,5
Linn,5/1/21,Moderna,76
Linn,5/1/21,Pfizer,262
Linn,5/2/21,Johnson & Johnson,3
Linn,5/2/21,Moderna,27
Linn,5/2/21,Pfizer,56
Linn,5/2/21,Unspecified,1
Linn,5/3/21,Johnson & Johnson,24
Linn,5/3/21,Moderna,160
Linn,5/3/21,Pfizer,86
Linn,5/4/21,Johnson & Johnson,24
Linn,5/4/21,Moderna,267
Linn,5/4/21,Pfizer,129
Linn,5/5/21,Johnson & Johnson,14
Linn,5/5/21,Moderna,441
Linn,5/5/21,Pfizer,967
Linn,5/6/21,Johnson & Johnson,15
Linn,5/6/21,Moderna,779
Linn,5/6/21,Pfizer,476
Linn,5/7/21,Johnson & Johnson,17
Linn,5/7/21,Moderna,385
Linn,5/7/21,Pfizer,202
Linn,5/8/21,Johnson & Johnson,25
Linn,5/8/21,Moderna,198
